binary_output_accuracy,binary_output_loss,loss,magnitude_output_loss,magnitude_output_mae,val_binary_output_accuracy,val_binary_output_loss,val_loss,val_magnitude_output_loss,val_magnitude_output_mae
0.9583914279937744,0.1226649209856987,2.5939528942108154,2.4708914756774902,1.1427526473999023,1.0,0.0033596407156437635,1.274355411529541,1.2613433599472046,0.9056954383850098
1.0,0.0028123590163886547,0.825276792049408,0.8224098682403564,0.7169449329376221,1.0,0.00015711014566477388,1.0003129243850708,0.9910476803779602,0.778361439704895
1.0,0.0004903302760794759,0.7488746047019958,0.7483493089675903,0.677924633026123,1.0,1.857101779023651e-05,0.8445130586624146,0.8360831141471863,0.701322078704834
1.0,0.00017968422616831958,0.7220461964607239,0.721834659576416,0.6682244539260864,1.0,5.631451131193899e-06,0.9215212464332581,0.9115176200866699,0.7379477024078369
1.0,0.00013858893362339586,0.7045094966888428,0.7043114304542542,0.6597704291343689,1.0,8.820009497867431e-06,0.7028909921646118,0.695928692817688,0.6300674676895142
1.0,0.0001348603400401771,0.6984859108924866,0.6983155012130737,0.6550391912460327,1.0,3.670425485324813e-06,1.0094646215438843,0.9979119300842285,0.786548376083374
1.0,0.00012172583228675649,0.6855264902114868,0.685359001159668,0.6509069204330444,1.0,3.89918159271474e-06,1.0329279899597168,1.0229796171188354,0.7964310646057129
1.0,0.00013806635979562998,0.675258457660675,0.6750720143318176,0.6431980729103088,1.0,3.0443957257375587e-06,0.9736542701721191,0.9640639424324036,0.7690985202789307
1.0,0.00014586609904654324,0.6678046584129333,0.6676132082939148,0.6384422183036804,1.0,2.1959026526019443e-06,1.0377625226974487,1.0259407758712769,0.799605667591095
1.0,0.00011746854579541832,0.6646872758865356,0.6645561456680298,0.6391234397888184,1.0,1.9726608115888666e-06,1.1735295057296753,1.1625105142593384,0.8671957850456238
1.0,0.00012954641715623438,0.6588340401649475,0.6586759686470032,0.6362029314041138,1.0,6.813843356212601e-07,1.0774449110031128,1.0656877756118774,0.8199322819709778
1.0,0.0001025128731271252,0.651212751865387,0.651054859161377,0.6326316595077515,1.0,8.097483146229933e-07,1.105172038078308,1.0933595895767212,0.8322610855102539
1.0,8.6970190750435e-05,0.6549623012542725,0.6548547148704529,0.6350351572036743,1.0,3.763219069696788e-07,0.7462131381034851,0.7374703884124756,0.6512611508369446
1.0,0.00010268214828101918,0.6472263336181641,0.6470822691917419,0.6321915984153748,1.0,1.3371961813390953e-06,1.1192703247070312,1.1082496643066406,0.8390079140663147
1.0,9.605735976947471e-05,0.6451860070228577,0.6450361609458923,0.6288396716117859,1.0,2.041296056631836e-07,1.064967393875122,1.0529773235321045,0.8130797147750854
