binary_output_accuracy,binary_output_loss,depth_output_loss,depth_output_mae,intensity_output_loss,intensity_output_mae,loss,magnitude_output_loss,magnitude_output_mae,val_binary_output_accuracy,val_binary_output_loss,val_depth_output_loss,val_depth_output_mae,val_intensity_output_loss,val_intensity_output_mae,val_loss,val_magnitude_output_loss,val_magnitude_output_mae
0.9580618739128113,0.09253989905118942,693.1920776367188,16.358423233032227,1.5527770519256592,0.9811005592346191,696.720703125,1.8832454681396484,1.020859956741333,1.0,0.0014076578663662076,707.2561645507812,15.876883506774902,0.9824749827384949,0.8473074436187744,710.2818603515625,0.6293619871139526,0.598922610282898
1.0,0.0038549236487597227,656.708984375,16.14472007751465,1.2501329183578491,0.8929511904716492,658.820556640625,0.8575255274772644,0.7339105010032654,1.0,0.0004885895177721977,708.7994995117188,15.842820167541504,0.9525109529495239,0.8386718034744263,712.0077514648438,0.8366169929504395,0.7013792395591736
1.0,0.001264581922441721,659.0416870117188,16.164445877075195,1.2057689428329468,0.8758242726325989,661.0733642578125,0.8242602348327637,0.7209508419036865,1.0,8.66185364429839e-05,708.2902221679688,15.853692054748535,0.9905239939689636,0.8489025831222534,711.574951171875,0.8773232698440552,0.7208198308944702
1.0,0.0004022123757749796,658.7399291992188,16.1370849609375,1.2137277126312256,0.8788632154464722,660.7684936523438,0.8142428994178772,0.7156004905700684,1.0,4.9746231525205076e-05,710.698486328125,15.805272102355957,0.9862091541290283,0.8480666875839233,713.9198608398438,0.809725821018219,0.6880062222480774
1.0,0.0002180983283324167,657.274169921875,16.12476921081543,1.2006633281707764,0.8736615777015686,659.2816162109375,0.8063656687736511,0.7122972011566162,1.0,1.4014802218298428e-05,708.63427734375,15.846296310424805,1.0094099044799805,0.852161705493927,711.7515258789062,0.6900976896286011,0.6272187829017639
1.0,0.00015184532094281167,657.852783203125,16.12602996826172,1.187968373298645,0.8726708292961121,659.8294677734375,0.7889917492866516,0.6982851028442383,1.0,1.906733632495161e-05,707.9357299804688,15.861492156982422,0.9648720622062683,0.8430619835853577,711.14306640625,0.8270905613899231,0.6967087388038635
1.0,0.00014281662879511714,656.9257202148438,16.16376304626465,1.1922705173492432,0.8762179017066956,658.9202880859375,0.8022000193595886,0.704939603805542,1.0,1.1635971532086842e-05,709.4576416015625,15.829243659973145,1.013970136642456,0.8528738021850586,712.5896606445312,0.6972729563713074,0.6310855150222778
1.0,9.97437527985312e-05,659.4376831054688,16.155555725097656,1.1760460138320923,0.8669403791427612,661.412841796875,0.7994243502616882,0.7037238478660583,1.0,6.851098532933975e-06,711.1119384765625,15.797730445861816,0.9707620739936829,0.8446390628814697,714.1972045898438,0.6881313323974609,0.6261451244354248
1.0,6.402194412657991e-05,656.0886840820312,16.109169006347656,1.1743451356887817,0.8647198677062988,658.054443359375,0.7912222146987915,0.7012076377868652,1.0,4.429085493029561e-06,711.6436767578125,15.788277626037598,0.9510183930397034,0.8379347324371338,714.6198120117188,0.5972434282302856,0.5841557383537292
1.0,4.5561508159153163e-05,652.2844848632812,16.11872100830078,1.1768755912780762,0.8685360550880432,654.2384033203125,0.7769941687583923,0.6973699927330017,1.0,2.496606612112373e-06,707.6802368164062,15.867209434509277,0.993193507194519,0.8493996858596802,710.695068359375,0.6075669527053833,0.5879070162773132
1.0,5.152266385266557e-05,657.3966674804688,16.1475772857666,1.173842191696167,0.8685652613639832,659.34228515625,0.7718355059623718,0.6940061450004578,1.0,2.437168859614758e-06,710.3433227539062,15.811899185180664,0.9630857110023499,0.8425386548042297,713.3812255859375,0.6511733531951904,0.6089110374450684
1.0,4.449009065865539e-05,654.0068359375,16.131912231445312,1.1696232557296753,0.8643978834152222,655.9498291015625,0.7733791470527649,0.6923943758010864,1.0,2.899681476264959e-06,711.3677978515625,15.793118476867676,0.9642279744148254,0.8428760170936584,714.4920043945312,0.7325568795204163,0.649061918258667
1.0,4.858388638240285e-05,656.5230712890625,16.149168014526367,1.1771823167800903,0.8672696352005005,658.4683227539062,0.7677305936813354,0.6939712166786194,1.0,1.9844303551508347e-06,710.8142700195312,15.80313777923584,0.9885963201522827,0.8485342860221863,713.9340209960938,0.7060369253158569,0.6357045769691467
1.0,2.5344244932057336e-05,656.1666870117188,16.09062957763672,1.154195785522461,0.8580509424209595,658.0773315429688,0.756651759147644,0.6844648718833923,1.0,1.2377948905850644e-06,713.048828125,15.765214920043945,0.9771289825439453,0.8461509943008423,716.16796875,0.7095988988876343,0.6375513076782227
1.0,2.6321891709812917e-05,656.43310546875,16.076885223388672,1.1635998487472534,0.861728847026825,658.3538818359375,0.7567949295043945,0.6852360367774963,1.0,9.959010185411898e-07,712.7149047851562,15.770611763000488,0.9528380632400513,0.8388230800628662,715.9110107421875,0.811767578125,0.6890425682067871
1.0,2.671085712790955e-05,655.3101806640625,16.1071834564209,1.1626449823379517,0.862068772315979,657.2283935546875,0.755637526512146,0.6869211196899414,1.0,1.0671435575204669e-06,714.5194702148438,15.743072509765625,0.9671345353126526,0.8436924815177917,717.61572265625,0.6918373703956604,0.6281635165214539
