binary_output_accuracy,binary_output_loss,loss,magnitude_output_loss,magnitude_output_mae,val_binary_output_accuracy,val_binary_output_loss,val_loss,val_magnitude_output_loss,val_magnitude_output_mae
0.922553539276123,0.16970044374465942,2.4781715869903564,2.2970287799835205,1.1022930145263672,1.0,0.006385032087564468,1.5523749589920044,1.5217759609222412,1.0319879055023193
1.0,0.00446529733017087,0.8509701490402222,0.8432579040527344,0.7240881323814392,1.0,0.0009676152840256691,1.3450520038604736,1.3229247331619263,0.9441272616386414
1.0,0.0011118208058178425,0.7769413590431213,0.7725112438201904,0.6919881701469421,1.0,0.00012503881589509547,1.3655368089675903,1.3447891473770142,0.9563647508621216
1.0,0.0002924153523053974,0.7216041088104248,0.7184053063392639,0.668753981590271,1.0,2.2045152945793234e-05,1.3477734327316284,1.3260058164596558,0.9486010670661926
1.0,0.0002073484065476805,0.7237971425056458,0.7207934856414795,0.6707801222801208,1.0,1.6313915693899617e-05,1.3216270208358765,1.2997615337371826,0.9380000829696655
1.0,0.00012438310659490526,0.6984013319015503,0.696605384349823,0.6599431037902832,1.0,2.15170639421558e-05,1.6141043901443481,1.5908924341201782,1.0658988952636719
1.0,0.00010209423635387793,0.6885403990745544,0.685829222202301,0.654728889465332,1.0,4.9455047701485455e-06,1.3707313537597656,1.351513147354126,0.9606729745864868
1.0,9.413385851075873e-05,0.6735048294067383,0.6704639792442322,0.6450148820877075,1.0,9.923608558892738e-06,1.6121339797973633,1.5880624055862427,1.0645819902420044
1.0,6.133389979368076e-05,0.6773660182952881,0.6747837066650391,0.6455926299095154,1.0,2.451014097459847e-06,1.3506039381027222,1.3299187421798706,0.9508435726165771
1.0,7.385646313196048e-05,0.674629271030426,0.6729240417480469,0.6472045183181763,1.0,1.169717052107444e-06,1.3639096021652222,1.344822645187378,0.959055483341217
1.0,6.823294097557664e-05,0.6702614426612854,0.6683106422424316,0.6451587677001953,1.0,2.7134337869938463e-06,1.219063401222229,1.2000582218170166,0.8905991315841675
1.0,7.025911327218637e-05,0.6692965626716614,0.6670017838478088,0.6447713971138,1.0,2.571334789536195e-06,1.678283929824829,1.6552209854125977,1.0933208465576172
1.0,7.250468479469419e-05,0.6627708673477173,0.6604828834533691,0.6413105726242065,1.0,4.223376436129911e-06,1.7688918113708496,1.743016004562378,1.1338824033737183
1.0,7.06339196767658e-05,0.6698423027992249,0.6673387885093689,0.6445122957229614,1.0,2.6470227112440625e-06,1.407997488975525,1.3884752988815308,0.9793524146080017
1.0,7.96585954958573e-05,0.6522730588912964,0.6502983570098877,0.636684000492096,1.0,1.6278942212011316e-06,1.855576753616333,1.8319820165634155,1.1673409938812256
1.0,9.276239870814607e-05,0.6527902483940125,0.6501203179359436,0.6372473239898682,1.0,3.2058756005426403e-06,1.4963723421096802,1.4756180047988892,1.0178135633468628
1.0,8.800870273262262e-05,0.6538243293762207,0.6511328816413879,0.6356534361839294,1.0,5.013993813918205e-06,1.8190563917160034,1.7952756881713867,1.1543596982955933
1.0,8.046153379837051e-05,0.652694821357727,0.6503648161888123,0.6372539401054382,1.0,1.0646377859302447e-06,1.4125072956085205,1.393239140510559,0.980483889579773
1.0,9.285523992730305e-05,0.6455227136611938,0.6434264183044434,0.6320908069610596,1.0,2.441998276481172e-06,1.576965570449829,1.5550665855407715,1.054447054862976
1.0,7.872686546761543e-05,0.6465358734130859,0.6444278359413147,0.6334957480430603,1.0,2.0431580196600407e-06,1.4505518674850464,1.4308545589447021,0.9979824423789978
1.0,7.420967449434102e-05,0.6384302973747253,0.6364471316337585,0.6293212175369263,1.0,2.3989582587091718e-06,1.802221655845642,1.778836965560913,1.1474093198776245
