binary_output_accuracy,binary_output_loss,depth_output_loss,depth_output_mae,intensity_output_loss,intensity_output_mae,loss,magnitude_output_loss,magnitude_output_mae,val_binary_output_accuracy,val_binary_output_loss,val_depth_output_loss,val_depth_output_mae,val_intensity_output_loss,val_intensity_output_mae,val_loss,val_magnitude_output_loss,val_magnitude_output_mae
0.9896172881126404,0.018175499513745308,682.0280151367188,16.250303268432617,2.5709784030914307,1.232373833656311,687.5823974609375,2.965054988861084,1.291637897491455,1.0,7.702963102929061e-07,707.4580688476562,15.830445289611816,1.000185251235962,0.8509584069252014,710.3992309570312,0.5261469483375549,0.5808499455451965
1.0,1.765389970387332e-05,662.592529296875,16.128582000732422,1.434242844581604,0.9502555727958679,665.3882446289062,1.3614259958267212,0.9292926788330078,1.0,1.0765922375810533e-08,693.5615234375,16.562517166137695,1.8833738565444946,1.1456949710845947,697.5234985351562,0.779075026512146,0.7429477572441101
1.0,1.4073490092414431e-05,656.4935913085938,16.03165054321289,1.3900601863861084,0.9348102807998657,659.1331176757812,1.249281644821167,0.8819282650947571,1.0,9.343691591929756e-15,1032.733154296875,27.10024070739746,9.017176628112793,2.8366763591766357,1102.1021728515625,59.477413177490234,7.669350624084473
1.0,1.5391926353913732e-05,653.1089477539062,16.03322410583496,1.2923003435134888,0.9065815210342407,655.4083862304688,1.0069869756698608,0.7920510768890381,1.0,9.794609923119424e-08,701.7890014648438,16.00220489501953,0.9544041752815247,0.8263332843780518,704.674560546875,0.5673232674598694,0.5751913189888
1.0,8.378328857361339e-06,650.2626342773438,16.047588348388672,1.241715669631958,0.8864003419876099,652.4470825195312,0.9427301287651062,0.7656208872795105,1.0,2.2437210645875894e-05,802.3873901367188,15.884481430053711,2.033114433288574,1.1743210554122925,809.1564331054688,3.1511285305023193,1.6057573556900024
1.0,6.29311170996516e-06,649.6986694335938,16.020009994506836,1.2004778385162354,0.8769910931587219,651.7476196289062,0.8481427431106567,0.7250677943229675,1.0,2.2961662793363757e-08,712.159423828125,15.809194564819336,0.9658819437026978,0.8186445236206055,715.1973876953125,0.6732724905014038,0.6205448508262634
1.0,2.0859843061771244e-06,649.0883178710938,15.988097190856934,1.183633804321289,0.8710744380950928,651.0826416015625,0.811343252658844,0.708396315574646,1.0,2.6536299824186926e-09,694.2351684570312,16.278785705566406,1.1701661348342896,0.8812872767448425,697.4489135742188,0.7208393216133118,0.7064964175224304
1.0,1.0814545703397016e-06,651.3244018554688,16.051565170288086,1.1549785137176514,0.8586803674697876,653.280517578125,0.801131546497345,0.7051276564598083,1.0,1.8920156108492847e-08,698.8551025390625,16.057802200317383,1.7905464172363281,1.1014246940612793,702.6768798828125,0.6785442233085632,0.6706728339195251
1.0,1.3040162230026908e-06,652.7442016601562,16.04581069946289,1.1526761054992676,0.8559607267379761,654.693603515625,0.7963688373565674,0.7053598165512085,1.0,5.245489598237896e-10,694.7303466796875,17.041372299194336,1.2203618288040161,0.9017311334609985,697.87890625,0.68526691198349,0.6885616183280945
1.0,7.70005613048852e-07,649.8081665039062,16.024316787719727,1.1485706567764282,0.861615777015686,651.748291015625,0.7915000915527344,0.7028511166572571,1.0,2.1984274667374848e-07,799.1206665039062,15.844344139099121,3.2524077892303467,1.531731367111206,804.9375,0.977524995803833,0.8361609578132629
