binary_output_accuracy,binary_output_loss,loss,magnitude_output_loss,magnitude_output_mae,val_binary_output_accuracy,val_binary_output_loss,val_loss,val_magnitude_output_loss,val_magnitude_output_mae
0.9031418561935425,0.18896105885505676,2.3706274032592773,2.1713171005249023,1.0625542402267456,1.0,0.0031118064653128386,1.839590072631836,1.8118263483047485,1.156485676765442
1.0,0.0033676361199468374,0.80412358045578,0.7978270649909973,0.7106668949127197,1.0,0.00024927209597080946,2.0719873905181885,2.0432069301605225,1.2501949071884155
1.0,0.0007803421467542648,0.7447910308837891,0.7408198714256287,0.6772792935371399,1.0,7.823553460184485e-05,1.9086198806762695,1.8818738460540771,1.1869155168533325
1.0,0.0005199032602831721,0.6919748783111572,0.6891404986381531,0.6544744372367859,1.0,5.055644942331128e-05,2.2242636680603027,2.1942381858825684,1.310371994972229
1.0,0.0005280543118715286,0.6970720887184143,0.6971731185913086,0.6566405892372131,1.0,5.428428266895935e-05,1.7487839460372925,1.7230144739151,1.1238934993743896
1.0,0.0003747495939023793,0.6904604434967041,0.6874480247497559,0.6531304121017456,1.0,4.362607069197111e-05,1.9695101976394653,1.9413856267929077,1.2123621702194214
1.0,0.0002953805378638208,0.6683894395828247,0.6663786768913269,0.6443478465080261,1.0,4.547871867544018e-05,2.0186405181884766,1.99127995967865,1.2317417860031128
1.0,0.0003636256733443588,0.6746717691421509,0.6714313626289368,0.645031213760376,1.0,1.9930392227252014e-05,1.5706627368927002,1.5473753213882446,1.0501960515975952
1.0,0.00022469904797617346,0.6614972352981567,0.6585557460784912,0.6379871964454651,1.0,1.5584595530526713e-05,2.0802695751190186,2.0530288219451904,1.2581228017807007
1.0,0.0002008662122534588,0.6604509353637695,0.6578060984611511,0.6389259099960327,1.0,2.3790260456735268e-05,1.7438699007034302,1.7199747562408447,1.12387216091156
1.0,0.000250725366640836,0.6621460914611816,0.6596953868865967,0.6400378346443176,1.0,1.2797002455045003e-05,1.4472475051879883,1.4268701076507568,0.9955075979232788
1.0,0.00025367600028403103,0.6472954750061035,0.6451716423034668,0.6333463788032532,1.0,2.019084058701992e-05,2.0565273761749268,2.0298571586608887,1.2497268915176392
1.0,0.00022846460342407227,0.6567465662956238,0.6538488268852234,0.636635959148407,1.0,1.372530277876649e-05,1.3715746402740479,1.3518321514129639,0.961372435092926
1.0,0.00019806654017884284,0.6480661630630493,0.6462889909744263,0.6359182596206665,1.0,8.98338566912571e-06,1.7927066087722778,1.7667808532714844,1.142067313194275
1.0,0.00017947833111975342,0.6464890837669373,0.6442851424217224,0.631456196308136,1.0,9.535130629956257e-06,1.760648488998413,1.7367217540740967,1.131271481513977
1.0,0.00015067979984451085,0.6394789814949036,0.6367834806442261,0.6298536658287048,1.0,7.158944299590075e-06,1.9364564418792725,1.910102128982544,1.2012265920639038
1.0,0.00019335713295731694,0.6426026225090027,0.6403141617774963,0.6311861276626587,1.0,3.553230726538459e-06,1.6061121225357056,1.5861365795135498,1.0651699304580688
1.0,0.0002117077528964728,0.6410481333732605,0.6390349268913269,0.6288078427314758,1.0,8.886260729923379e-06,1.5739482641220093,1.5517246723175049,1.0524640083312988
1.0,0.00018300976080354303,0.6532220244407654,0.6507161259651184,0.6347968578338623,1.0,2.754286697381758e-06,1.440948486328125,1.422423005104065,0.9933571219444275
1.0,0.00016934600716922432,0.6371318697929382,0.6345013976097107,0.6266345381736755,1.0,6.2306230574904475e-06,1.927356481552124,1.9030500650405884,1.1983107328414917
1.0,0.00017488424782641232,0.6326184868812561,0.6309718489646912,0.6242929697036743,1.0,6.082716936361976e-06,1.7854316234588623,1.7594680786132812,1.1405527591705322
1.0,0.00011352074943715706,0.6464897394180298,0.6443395614624023,0.6324755549430847,1.0,3.188386472174898e-06,1.3317291736602783,1.3124282360076904,0.9438250064849854
1.0,0.0001046649704221636,0.6365371942520142,0.6343042850494385,0.6284326910972595,1.0,3.1110278086998733e-06,1.5731548070907593,1.551857829093933,1.0507150888442993
1.0,0.0001503973180660978,0.6299675703048706,0.6269919872283936,0.6229621767997742,1.0,4.5261076593305916e-06,1.685801386833191,1.6598562002182007,1.1006828546524048
1.0,0.00010000012844102457,0.6308174729347229,0.6286630630493164,0.6252328753471375,1.0,6.837578439444769e-06,1.9331554174423218,1.9088466167449951,1.2006053924560547
1.0,0.00010030159319285303,0.6365689635276794,0.6346604824066162,0.6269931197166443,1.0,4.148470907239243e-06,1.5272518396377563,1.5055921077728271,1.031814455986023
1.0,0.00012012734805466607,0.6324328184127808,0.629867434501648,0.6264723539352417,1.0,6.44852207187796e-06,1.6913481950759888,1.6663472652435303,1.1011334657669067
1.0,0.00010778408613987267,0.6302740573883057,0.6275928616523743,0.623593270778656,1.0,4.5558676902146544e-06,1.5620369911193848,1.539855718612671,1.0472711324691772
1.0,0.00010102802480105311,0.6250702738761902,0.6224921345710754,0.6223089098930359,1.0,1.4711558833369054e-06,1.4335016012191772,1.4144322872161865,0.9908340573310852
1.0,0.00014149931666906923,0.6277493834495544,0.625174880027771,0.6230837106704712,1.0,4.020791493530851e-06,1.3769289255142212,1.3566337823867798,0.9651782512664795
1.0,0.00015089096268638968,0.6203680634498596,0.6177661418914795,0.61800217628479,1.0,4.670350335800322e-06,1.6651197671890259,1.6423282623291016,1.0905128717422485
1.0,0.00014781195204705,0.6232866048812866,0.6205375790596008,0.6212506294250488,1.0,2.9983198146510404e-06,1.620166540145874,1.599353551864624,1.072383165359497
