binary_output_accuracy,binary_output_loss,depth_output_loss,depth_output_mae,intensity_output_loss,intensity_output_mae,loss,magnitude_output_loss,magnitude_output_mae,val_binary_output_accuracy,val_binary_output_loss,val_depth_output_loss,val_depth_output_mae,val_intensity_output_loss,val_intensity_output_mae,val_loss,val_magnitude_output_loss,val_magnitude_output_mae
0.9969462752342224,0.01081921812146902,690.8797607421875,16.35623550415039,2.3364429473876953,1.164035677909851,695.5811767578125,2.3543264865875244,1.1777098178863525,1.0,3.6853840867934196e-08,700.0751953125,16.05625343322754,0.9719570279121399,0.842010498046875,703.1965942382812,0.7677029967308044,0.6682656407356262
1.0,4.519230060395785e-05,661.5156860351562,16.153427124023438,1.5078009366989136,0.9690020680427551,664.447998046875,1.4244290590286255,0.9482167363166809,1.0,2.340806126710504e-08,725.443359375,15.614960670471191,1.1137760877609253,0.8683245778083801,728.8674926757812,0.8539893627166748,0.7097870111465454
1.0,1.1695537068590056e-05,660.8385009765625,16.13199806213379,1.396239995956421,0.9285892844200134,663.44287109375,1.20830500125885,0.8589568734169006,1.0,2.412757493797102e-10,697.7799072265625,16.199838638305664,1.121277093887329,0.8692938685417175,700.9862060546875,0.722752034664154,0.6471315026283264
1.0,6.019744887453271e-06,660.0300903320312,16.09320831298828,1.3241095542907715,0.9098001718521118,662.4862670898438,1.1324481964111328,0.8424327969551086,1.0,9.997375149950471e-10,695.3231811523438,16.28809356689453,1.0966020822525024,0.8532801270484924,698.2823486328125,0.5353004932403564,0.5884504318237305
1.0,6.776598183932947e-06,657.7489013671875,16.08169174194336,1.329925775527954,0.9174286723136902,660.1968383789062,1.1181496381759644,0.8349933624267578,1.0,4.666848574252924e-10,698.0767822265625,16.1605224609375,0.982562780380249,0.8200833797454834,701.0046997070312,0.5957567691802979,0.639821469783783
1.0,4.025124781037448e-06,659.8662719726562,16.04859733581543,1.296029806137085,0.9074420928955078,662.2101440429688,1.047602891921997,0.8070570826530457,1.0,6.374411554155301e-10,714.7916259765625,15.79454517364502,0.977154016494751,0.8267583847045898,717.7655029296875,0.5808254480361938,0.5824970006942749
1.0,1.7338758198093274e-06,654.8029174804688,16.02436637878418,1.2340797185897827,0.8852217793464661,656.9830322265625,0.9454166889190674,0.7660486102104187,1.0,9.276828194515474e-09,762.0186767578125,15.702476501464844,1.2621904611587524,0.9159467816352844,765.46923828125,0.6603947877883911,0.6673935651779175
1.0,1.134798026214412e-06,655.3546142578125,16.080516815185547,1.2565340995788574,0.8903987407684326,657.5869750976562,0.9758718013763428,0.780941903591156,1.0,1.2966455686935774e-10,709.7044677734375,15.826842308044434,1.0801204442977905,0.8358200192451477,712.76171875,0.5773445963859558,0.6196498870849609
1.0,8.986659167931066e-07,656.0891723632812,16.013591766357422,1.2416229248046875,0.8899101614952087,658.2437744140625,0.9128708243370056,0.756300687789917,1.0,1.3317237666354148e-13,694.7185668945312,16.264972686767578,1.2053940296173096,0.8894249796867371,697.8629760742188,0.631301760673523,0.6538152694702148
1.0,6.606927058783185e-07,652.120361328125,16.00303077697754,1.2283916473388672,0.8867979645729065,654.23974609375,0.8909069299697876,0.7444100975990295,1.0,3.1319185023193086e-09,747.372314453125,15.61992073059082,1.00441575050354,0.8488887548446655,750.980712890625,1.1083319187164307,0.8357771635055542
1.0,5.076975639894954e-07,648.251220703125,15.96877670288086,1.2231974601745605,0.8841047883033752,650.3490600585938,0.8744044303894043,0.7393609285354614,1.0,1.2721639297552656e-09,746.341552734375,15.619569778442383,0.9934697151184082,0.8498104810714722,749.587646484375,0.7616232633590698,0.6633111834526062
1.0,1.1511954198795138e-06,653.3650512695312,15.96749210357666,1.2059249877929688,0.8826045393943787,655.4231567382812,0.8522711396217346,0.7248594760894775,1.0,2.492900634185058e-12,710.5742797851562,17.682771682739258,1.0165084600448608,0.8427833914756775,713.4428100585938,0.6971909403800964,0.6297579407691956
1.0,1.0894189017562894e-06,651.0563354492188,15.968883514404297,1.1953215599060059,0.8763030171394348,653.0587768554688,0.8073622584342957,0.7087534070014954,1.0,6.620694548153949e-10,733.4706420898438,15.644335746765137,1.0150295495986938,0.8534141182899475,736.8019409179688,0.8592734336853027,0.7137855887413025
1.0,9.400372960044479e-07,652.5235595703125,15.968535423278809,1.1792794466018677,0.8695187568664551,654.4937744140625,0.7907614707946777,0.6985761523246765,1.0,1.4528856340234597e-08,748.49609375,15.656488418579102,0.9854890704154968,0.8441564440727234,751.7034912109375,0.7265504002571106,0.6489802002906799
1.0,1.2970783700438915e-06,648.6485595703125,15.920879364013672,1.1626179218292236,0.8645667433738708,650.5665283203125,0.7553581595420837,0.6856131553649902,1.0,2.4485849792199588e-08,754.1827392578125,15.62241268157959,0.9675775766372681,0.8409790396690369,757.4127807617188,0.7595638036727905,0.6620559096336365
1.0,8.35455239212024e-07,645.6473388671875,15.926061630249023,1.1559845209121704,0.8637666702270508,647.5264282226562,0.7232131361961365,0.6705538630485535,1.0,3.5268254094944496e-08,765.3251342773438,15.691034317016602,1.026438593864441,0.8477879762649536,768.7208862304688,0.8390430808067322,0.703577995300293
1.0,4.718050377050531e-07,647.0847778320312,15.901276588439941,1.131474256515503,0.8534727096557617,648.9146118164062,0.6984957456588745,0.6578612327575684,1.0,4.7658396340466425e-08,767.6281127929688,15.681805610656738,0.970808744430542,0.8421004414558411,770.8167114257812,0.6827335953712463,0.6257485747337341
1.0,8.502302080160007e-07,642.998291015625,15.852048873901367,1.125891923904419,0.8528375625610352,644.8071899414062,0.683186411857605,0.6511370539665222,1.0,1.3024972211894692e-08,748.2294311523438,15.715998649597168,1.0112841129302979,0.8368198275566101,751.5299072265625,0.8344392776489258,0.7011013031005859
1.0,6.819224154241965e-07,642.2652587890625,15.841399192810059,1.1120442152023315,0.8452663421630859,644.0441284179688,0.6667926907539368,0.6458544135093689,1.0,8.557486941285219e-10,722.9512329101562,15.884453773498535,0.9963223338127136,0.8476969003677368,726.036376953125,0.6477837562561035,0.6064934134483337
1.0,1.660792008806311e-06,638.7901611328125,15.806629180908203,1.1038576364517212,0.8437334895133972,640.5471801757812,0.6537237763404846,0.6366886496543884,1.0,1.8948331792500994e-09,762.2030029296875,15.758689880371094,0.9551170468330383,0.8319692611694336,765.3289794921875,0.6444493532180786,0.6054784059524536
1.0,8.66603329541249e-07,631.1949462890625,15.760050773620605,1.1005604267120361,0.8456814289093018,632.9427490234375,0.6473180651664734,0.6342228055000305,1.0,5.555446946914344e-08,762.3078002929688,15.751955032348633,0.9634478688240051,0.8398187160491943,765.4506225585938,0.6481196284294128,0.6080017685890198
