binary_output_accuracy,binary_output_loss,loss,magnitude_output_loss,magnitude_output_mae,val_binary_output_accuracy,val_binary_output_loss,val_loss,val_magnitude_output_loss,val_magnitude_output_mae
0.9991956353187561,0.013433548621833324,1.2251508235931396,1.2118111848831177,0.815180242061615,1.0,3.7060344766359776e-06,2.218940258026123,2.219456911087036,1.3106430768966675
1.0,8.352542499778792e-05,0.7460529804229736,0.7462174296379089,0.6778631806373596,1.0,1.5537223134742817e-06,2.369497776031494,2.369905948638916,1.3670254945755005
1.0,6.688602297799662e-05,0.708725094795227,0.708798348903656,0.6581217646598816,1.0,1.427999904990429e-07,1.8447232246398926,1.8447341918945312,1.1637330055236816
1.0,3.532221307978034e-05,0.6884160041809082,0.6885043978691101,0.6505992412567139,1.0,7.495010834190907e-09,2.0424351692199707,2.0426459312438965,1.2450063228607178
1.0,5.2797204261878505e-05,0.6856404542922974,0.6857190728187561,0.6489323377609253,1.0,8.574790655302422e-09,2.5740418434143066,2.574382781982422,1.4411011934280396
1.0,2.1323321561794728e-05,0.6738308668136597,0.6739445328712463,0.6414663791656494,1.0,5.1205127249431825e-08,3.1952919960021973,3.1943461894989014,1.637133002281189
1.0,9.46956206462346e-05,0.6613417267799377,0.6614059209823608,0.6354830265045166,1.0,6.493880544411468e-09,2.411205768585205,2.41127872467041,1.3836156129837036
1.0,3.162036955473013e-05,0.6558616757392883,0.6559752225875854,0.6330757141113281,1.0,8.33967950253367e-10,2.172800064086914,2.17297625541687,1.2964258193969727
1.0,4.781718962476589e-05,0.6415243744850159,0.6417552828788757,0.6243664026260376,1.0,1.7513970829163839e-10,1.9038723707199097,1.903799057006836,1.18996262550354
1.0,3.545253275660798e-05,0.6439676284790039,0.6441233158111572,0.6270885467529297,1.0,1.0108244796747101e-10,1.6516926288604736,1.6517314910888672,1.0877794027328491
1.0,1.2294194675632752e-05,0.6407710313796997,0.6409310698509216,0.6248236298561096,1.0,1.3060105948092815e-11,1.2684379816055298,1.2683955430984497,0.9157201647758484
1.0,1.4037920664122794e-05,0.6403352618217468,0.6404680609703064,0.6231582164764404,1.0,2.6065304428724012e-12,2.2241101264953613,2.2239222526550293,1.3017085790634155
1.0,5.024424899602309e-05,0.6334086656570435,0.6335586309432983,0.6214691996574402,1.0,1.722276970561945e-13,0.9111630320549011,0.9107953310012817,0.7385930418968201
1.0,7.648551400052384e-05,0.6299822330474854,0.6300610899925232,0.6214359402656555,1.0,1.494948262403817e-11,1.6889179944992065,1.688881754875183,1.0972437858581543
1.0,0.00014554671361111104,0.6278969049453735,0.6279232501983643,0.6173675656318665,1.0,7.683164000849008e-12,1.7118487358093262,1.7118746042251587,1.1139882802963257
1.0,9.215312456944957e-05,0.6153572797775269,0.6154518723487854,0.6120025515556335,1.0,1.4306295731403296e-11,1.0557657480239868,1.055722713470459,0.8136173486709595
